294,27
295,25
296,25
297,41
298,39
299,39
300,30
301,40
302,8
303,3
304,8
305,8
306,10
307,41
308,1
309,41
310,41
311,41
312,41
313,41
314,41
315,41
316,41
317,41
318,7
319,23
320,25
321,25
322,37
323,15
324,21
325,10
326,10
327,10
328,35
329,35
330,12
331,5
332,16
333,7
334,37
335,37
336,12
337,12
338,12
339,7
340,30
341,41
342,32
343,32
344,32
345,32
346,36
347,32
348,32
349,32
350,36
351,36
352,36
353,15
354,15
355,30
356,4
357,35
358,16
359,16
360,21
361,7
362,33
363,28
364,30
365,28
366,0
367,30
368,1
369,3
370,7
371,15
372,31
373,24
374,33
375,35
376,25
377,25
378,1
379,25
380,25
381,1
382,1
383,1
384,1
385,1
386,1
387,25
388,1
389,25
390,25
391,1
392,1
393,25
394,25
395,1
396,1
397,25
398,1
399,27
400,10
401,27
402,4
403,27
404,15
405,30
406,33
407,33
408,8
409,0
410,30
411,8
412,8
413,27
414,14
415,14
416,10
417,7
418,39
419,28
420,28
421,33
422,17
423,7
424,28
425,27
426,27
427,34
428,37
429,37
430,33
431,29
432,29
433,29
434,28
435,11
436,7
437,12
438,6
439,7
440,36
441,16
442,7
443,7
444,7
445,30
446,37
447,37
448,37
449,14
450,27
451,21
452,21
453,30
454,39
455,7
456,30
457,27
458,27
459,41
460,39
461,37
462,30
463,28
464,7
465,39
466,16
467,39
468,32
469,35
470,34
471,39
472,22
473,39
474,35
475,35
476,35
477,35
478,35
479,14
480,4
481,24
482,5
483,36
484,38
485,7
486,28
487,33
488,33
489,30
490,4
491,11
492,30
493,27
494,0
495,30
496,33
497,5
498,16
499,16
500,33
501,33
502,33
503,33
504,33
505,33
506,33
507,11
508,39
509,39
510,26
511,2
512,31
513,22
514,35
515,27
516,18
517,18
518,30
519,39
520,8
521,5
522,38
523,27
524,10
525,16
526,27
527,7
528,8
529,33
530,33
531,30
532,3
533,0
534,27
535,5
536,39
537,11
538,10
539,36
540,39
541,13
542,27
543,27
544,27
545,6
546,22
547,7
548,30
549,39
550,39
551,39
552,24
553,5
554,5
555,21
556,36
557,9
558,16
559,4
560,41
561,22
562,27
563,38
564,3
565,16
566,21
567,27
568,27
569,21
570,21
571,3
572,38
573,16
574,27
575,36
576,27
577,30
578,34
579,37
580,0
581,9
582,39
583,5
584,22
585,27
586,18
587,18
588,6
589,4
590,6
591,30
592,37
593,38
594,31
595,11
596,40
597,2
598,5
599,3
600,27
601,31
602,33
603,14
604,24
605,14
606,41
607,28
608,16
609,6
610,24
611,27
612,20
613,11
614,11
615,17
616,36
617,37
618,15
619,11
620,30
621,32
622,23
623,27
624,2
625,3
626,30
627,39
628,25
629,36
630,3
631,23
632,25
633,0
634,3
635,3
636,8
637,23
638,3
639,23
640,15
641,30
642,30
643,20
644,17
645,14
646,24
647,28
648,0
649,31
650,41
651,2
652,35
653,0
654,20
655,34
656,36
657,37
658,0
659,27
660,0
661,26
662,15
663,39
664,27
665,3
666,21
667,39
668,1
669,40
670,0
671,39
672,33
673,30
674,26
675,0
676,37
677,4
678,10
679,39
680,25
681,32
682,2
683,24
684,0
685,8
686,7
687,15
688,27
689,4
690,39
691,0
692,32
693,30
694,27
695,41
696,41
697,14
698,24
699,33
700,16
701,22
702,30
703,0
704,0
705,27
706,22
707,16
708,15
709,15
710,39
711,0
712,3
713,10
714,27
715,10
716,8
717,24
718,8
719,25
720,16
721,6
722,6
723,5
724,7
725,7
726,41
727,36
728,10
729,21
730,32
731,0
732,0
733,10
734,32
735,37
736,31
737,8
738,24
739,21
740,18
741,32
742,11
743,18
744,0
745,41
746,0
747,39
748,30
749,19
750,2
751,19
752,31
753,12
754,16
755,3
756,11
757,34
758,35
759,30
760,37
761,17
762,18
763,8
764,38
765,33
766,5
767,18
768,15
769,4
770,15
771,30
772,0
773,30
774,3
775,41
776,38
777,5
778,21
779,39
780,31
781,11
782,27
783,30
784,8
785,6
786,13
787,30
788,24
789,27
790,27
791,27
792,30
793,11
794,37
795,7
796,15
797,14
798,0
799,39
800,39
801,19
802,4
803,18
804,16
805,33
806,3
807,8
808,0
809,8
810,2
811,5
812,3
813,27
814,32
815,8
816,12
817,27
818,39
819,37
820,9
821,20
822,38
823,26
824,32
825,5
826,18
827,26
828,30
829,27
830,28
831,4
832,18
833,33
834,30
835,27
836,27
837,0
838,15
839,32
840,27
841,25
842,34
843,27
844,21
845,3
846,14
847,7
848,5
849,8
850,2
851,36
852,14
853,30
854,3
855,39
856,26
857,32
858,10
859,8
860,12
861,38
862,5
863,24
864,2
865,8
866,30
867,5
868,38
869,25
870,27
871,32
872,41
873,27
874,27
875,12
876,4
877,39
878,6
879,23
880,8
881,34
882,30
883,12
884,18
885,10
886,18
887,11
888,18
889,30
890,29
891,30
892,30
893,10
894,10
895,7
896,3
897,7
898,24
899,18
900,12
901,3
902,2
903,32
904,1
905,41
906,14
907,32
908,19
909,3
910,36
911,39
912,33
913,33
914,12
915,4
916,14
917,19
918,19
919,7
920,11
921,8
922,33
923,10
924,8
925,7
926,23
927,23
928,3
929,37
930,23
931,23
932,28
933,37
934,20
935,15
936,38
937,15
938,28
939,38
940,13
941,39
942,13
943,1
944,11
945,10
946,40
947,1
948,25
949,24
950,17
951,16
952,10
953,6
954,30
955,19
956,33
957,26
958,10
959,32
960,32
961,32
962,10
963,23
964,6
965,38
966,39
967,16
968,39
969,10
970,19
971,16
972,10
973,10
974,19
975,10
976,7
977,23
978,12
979,41
980,34
981,7
982,3
983,17
984,35
985,1
986,34
987,12
988,6
989,35
990,18
991,8
992,27
993,3
994,8
995,27
996,26
997,6
998,36
999,17
1000,9
1001,18
1002,41
1003,4
1004,17
